6
50	0.331380000114
100	0.225759997368
150	0.237699999809
200	0.25476000309
250	0.325420002937
300	0.411019997597
350	0.419039998055
400	0.422759990692
450	0.385499997139
500	0.482100000381
7
50	0.347220001221
100	0.394019999504
150	0.346700000763
200	0.405
250	0.49986000061
300	0.455
350	0.554400000572
400	0.592600002289
450	0.620399999619
500	0.732619996071
8
50	1.78027999878
100	1.78450000286
150	1.75546000004
200	2.09006000042
250	1.90964000225
300	2.02981999874
350	2.43960000038
400	2.71611999989
450	3.06521999836
500	2.8711400032
9
50	6.94644000053
100	9.39016000271
150	9.98330000401
200	8.2559800005
250	9.9171999979
300	10.1932200003
350	13.1724799967
400	12.2527199984
450	12.3997200012
500	12.2884000015
